Mixing rate (rpm),Colour removal (%),Turbidity removal (%),Mixing time (min),Coagulant vol.,Nitrate conc.(ppm),Iron conc.(ppm),pH,DO(ppm),Salinity(PPT),Initial pH,Salinity (ppt),TDS (ppt),DO (ppm)
86.1215767085383,45.90376761107977,14.079393727453212,3.9031884996873103,5.162431917372994,0.6316227843268231,9.76764491580296,5.6717422932823975,11.992797978827353,13.128735601801289,6.802106273616177,176.95348065257397,0.6664723310711805,43.37834678785471
87.15680410273028,67.76551904850521,16.594628977035196,3.886296988412592,5.960737028534061,6.703450161710595,8.841659002685308,9.4368126999086,12.798587681296333,14.704187808863256,7.091760222841823,218.4604986258487,0.8047220479161259,41.68127252022306
94.61072459065832,100.0,12.480906255936286,4.12641493040229,6.78935955282593,2.0097419669297665,6.5790469327660785,6.752493016038795,19.35721655228423,21.560456597366656,7.142665702265733,206.38445920656306,0.7525299224985165,40.38595287054163
77.94470670125571,5.216128222413251,16.18883382668536,4.002247145984869,3.6560568619886262,4.0577031729716335,11.204692180942025,10.0,20.52978558597894,23.6709274231017,7.248921975555913,229.54834689251135,0.6834974035632977,36.97965722283823
90.79798969068473,78.89578878670146,0.8900144689457908,4.199399224366379,4.1460850910331395,8.208607990340568,8.733551980901748,10.0,11.474340914597821,12.931144013935276,4.0,73.99166810419202,0.9146575210696024,10.721079894060244
83.00641299930928,84.3413945458496,0.0,3.4525182709936697,3.8592916556549333,13.84335607219191,8.386722541563717,4.0,11.316385625803658,12.179535519421282,5.044158060257434,7.570064021797561,0.996747990467813,10.533000890964276
78.56333788213414,76.56085298487119,0.0,4.025556435368602,4.425739332789489,5.719876352280526,3.469594573206562,10.0,11.115846859872176,12.774821201142132,5.8778804990293185,0.0,1.017742496592755,14.688504257843228
89.12734738919232,78.53501295542999,0.0,3.6713751264958443,4.151573608197772,11.477144805969528,10.548607412777535,5.930377903431955,10.937632610808508,12.740928047638615,7.133373561804606,35.24387967526096,1.1281762890082006,14.073185925308527
96.16549590959198,96.1078079008322,5.592894652065415,4.113658535266826,4.337494761923043,8.793444971167581,11.095446404251996,9.614628295356717,12.12373890962012,12.26074774045584,8.302748286792513,15.902327851549092,1.6907268136768145,7.82834719878609
92.97056278095491,88.52843239209767,0.0,4.546224093614083,3.8461229725311075,7.829608044606769,7.728085850467201,6.253658658412253,11.697878990946865,12.58888323288905,8.874427978428308,8.15812286632518,1.4480184524709183,14.225401471543567
73.60804243599182,67.07068887604905,4.8753894717148665,3.751486035066365,3.986966471199699,11.23691930622822,9.966245536626143,7.460889120587135,11.26445390968912,12.703761981376003,9.892400451649989,25.582850799029305,1.6651527836626439,12.457918139539549
101.12975915595452,100.0,14.453503306261512,4.064133166592501,4.028012876651586,7.1094136482650665,7.392927509238846,10.0,11.500522967824939,13.357561128243837,4.02192507508797,797.1708738489506,0.6213403589338871,70.04667481849212
86.63664757787427,100.0,18.141872999717954,3.9522725801472247,4.310317011740603,14.305194321557813,7.834709387414504,8.78841753078807,11.538591723560208,12.265196965413212,5.02659327438837,655.1355982944269,0.26282574514555945,83.9818316227893
77.74518940660104,56.36923603928117,15.207674472807135,4.355846372290747,3.968481160134089,6.752219438885863,13.114649862900514,6.084099789550664,10.877690730998621,12.956408287480741,5.694277894970956,492.20867764363015,0.25701709249014065,87.61308691052007
89.29198715488722,28.430071668833158,14.740962071637329,3.564721729680259,4.127064229746628,7.483341062553489,6.879720433646897,7.082379379552969,11.134754979770015,12.833665246978436,6.950517174949547,445.4945718671922,0.20173535602396214,93.73236731868593
103.19884718346711,47.794814073447604,19.35289510839067,4.2049272365448225,4.159922769532991,9.67305258187012,5.969122498585978,7.749227343166255,11.428699610880496,13.23338024853664,7.823377334614188,471.1690254039224,0.11127121753028883,89.13624430908541
94.48832659540139,92.32843031263538,18.11989430257315,3.8365015297521055,4.093088249340856,12.133752989737815,7.043627803345359,7.708926147606104,11.45457676096375,12.419727949819391,8.891902937896404,432.73870645516973,0.5059603806027945,80.37557059571708
81.1169374062337,100.0,14.9772414294929,4.250544203484787,3.958865861526584,8.59228094860402,10.860512759047573,7.393440156306937,10.89374405894911,13.094987303057739,9.989344544526372,474.85470607015674,0.5458693452613628,74.28947786325018
